ID,name,country,location,redemption_account,volume_required,start_date,end_date,redemption_purpose,supply_remaining,totalSealed_GiB,total_time_hours,initial_capacity_GiB,final_capacity_GiB,time_average_capacity_GiB,total_energy_upper_MWh
,f025025,CN,CN-SD,Longli Jia Tuo Mountain Windfarm,4,2021-04-01,2021-06-30,Renewable energy purchase for node on the Filecoin network with minerID f025025,1071,0,2183.991666666670,54944,54944,54944.00000000000,2.014250351993160
,f029401,CN,CN-XJ,Longli Jia Tuo Mountain Windfarm,720,2021-04-01,2021-06-30,Renewable energy purchase for node on the Filecoin network with minerID f029401,351,3080160,2183.991666666670,2533312,5613440,3324696.4828772900,479.33619179650700
,f029416,CN,CN-XX,Longli Jia Tuo Mountain Windfarm,2,2021-04-01,2021-06-30,Renewable energy purchase for node on the Filecoin network with minerID f029416,349,0,2183.991666666670,18816,18816,18816,0.6897956942178080
,f029665,CN,CN-LN,Longli Jia Tuo Mountain Windfarm,56,2021-04-01,2021-06-30,Renewable energy purchase for node on the Filecoin network with minerID f029665,293,0,2183.991666666670,1018304,1018304,1018304.0000000000,37.33108602278750
,f030125,CN,CN-JS,Longli Jia Tuo Mountain Windfarm,4,2021-04-01,2021-06-30,Renewable energy purchase for node on the Filecoin network with minerID f030125,289,12480,2183.991666666670,26240,38688,30154.4083425227,2.553766631424760
,f030335,CN,CN-FJ,Longli Jia Tuo Mountain Windfarm,21,2021-04-01,2021-06-30,Renewable energy purchase for node on the Filecoin network with minerID f030335,268,0,2183.991666666670,367296,367296,367296,13.465093500394600
,f030384,CN,CN-GD,Longli Jia Tuo Mountain Windfarm,88,2021-04-01,2021-06-30,Renewable energy purchase for node on the Filecoin network with minerID f030384,180,0,2183.991666666670,1594720,1594720,1594720.0000000000,58.46253132881710
,f032888,CN,CN-SD,Longli Jia Tuo Mountain Windfarm,153,2021-04-01,2021-06-30,Renewable energy purchase for node on the Filecoin network with minerID f032888,27,365504,2183.991666666670,1298464,1663968,1620034.290851230,101.8072999289300
,f033123,CN,CN-XJ,Longli Jia Tuo Mountain Windfarm,27,2021-04-01,2021-06-30,Renewable energy purchase for node on the Filecoin network with minerID f033123,0,2853696,2183.991666666670,2265504,5119168,3016665.596190440,441.7626100226900
,f034047,CN,CN-ZJ,Guedin Windfarm,5,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f034047,22257,0,719.9916666666670,264800,264800,264800.00000000000,3.2002775755871400
,f034567,CN,CN-GD,Guedin Windfarm,12,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f034567,22245,0,719.9916666666670,657632,657632,657632,7.947903861739140
,f034581,CN,CN-GD,Guedin Windfarm,43,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f034581,22202,170528,719.9916666666670,657344,827872,697666.6492899240,28.22152542231740
,f034658,CN,CN-GD,Guedin Windfarm,150,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f034658,22052,786528,719.9916666666670,142592,929120,700247.102859987,99.73952192037010
,f034707,CN,CN-SD,Guedin Windfarm,153,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f034707,21899,0,719.9916666666670,8433696,8433696,8433696,101.92661702461900
,f039515,CN,CN-CQ,Guedin Windfarm,57,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f039515,21842,46112,719.9916666666670,2624832,2670944,2669752.756953210,37.616970107299
,f039800,CN,CN-SC,Guedin Windfarm,10,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f039800,21832,0,719.9916666666670,504960,504960,504960,6.102764971935360
,f040218,CN,CN-JS,Guedin Windfarm,23,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f040218,21809,80928,719.9916666666670,417920,498816,466176.02925959800,15.025731570819600
,f040332,CN,CN-GD,Guedin Windfarm,107,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f040332,21702,279552,719.9916666666670,2976384,3255904,3201725.9355316600,71.13692245528060
,f043929,CN,CN-BJ,Guedin Windfarm,7,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f043929,21695,7424,719.9916666666670,291456,298816,297258.1145615110,4.454109997246340
,f044315,CN,CN-ZJ,Guedin Windfarm,9,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f044315,21686,0,719.9916666666670,450848,450848,450848,5.448786799087280
,f045505,CN,CN-NM,Guedin Windfarm,1,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f045505,21685,416,719.9916666666670,5344,5728,5472.601488443150,0.11441670039019000
,f047666,CN,CN-HL,Guedin Windfarm,4,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f047666,21681,6912,719.9916666666670,124512,131392,127826.4013240890,2.347001631830600
,f047843,CN,CN-FJ,Guedin Windfarm,164,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f047843,21517,164128,719.9916666666670,7361152,7525216,7433298.262803970,108.88322680621700
,f048135,CN,CN-CQ,Guedin Windfarm,46,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f048135,21471,109024,719.9916666666670,1393440,1502464,1483590.5678537900,30.58237907206790
,f048968,CN,CN-SC,Guedin Windfarm,82,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f048968,21389,0,719.9916666666670,4478656,4478656,4478656,54.12742585184600
,f050022,CN,CN-SH,Guedin Windfarm,29,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f050022,21360,137792,719.9916666666670,184480,322240,233274.93734881200,18.810040856309800
,f052447,CN,CN-XJ,Guedin Windfarm,33,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f052447,21327,96,719.9916666666670,1786816,1786880,1786859.744580380,21.6064851040607
,f053173,CN,CN-GD,Guedin Windfarm,10,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f053173,21317,20512,719.9916666666670,292480,312992,308343.79694209400,6.106950181819720
,f054414,CN,CN-FJ,Guedin Windfarm,12,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f054414,21305,57056,719.9916666666670,57888,114912,87397.95599486100,7.67760999925531
,f054418,CN,CN-FJ,Guedin Windfarm,189,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f054418,21116,1021216,719.9916666666670,67328,1088512,608125.328117223,125.86171751294500
,f054666,CN,CN-HN,Guedin Windfarm,7,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f054666,21109,0,719.9916666666670,345728,345728,345728,4.178344281165380
,f056226,CN,CN-GD,Guedin Windfarm,83,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f056226,21026,0,719.9916666666670,4527360,4527360,4527360,54.71604488145850
,f056573,CN,CN-SC,Guedin Windfarm,7,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f056573,21019,0,719.9916666666670,385344,385344,385344,4.657129010902760
,f056611,CN,CN-XJ,Guedin Windfarm,21,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f056611,20998,0,719.9916666666670,1107392,1107392,1107392.0000000000,13.383541484080800
,f057070,CN,CN-AH,Guedin Windfarm,12,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f057070,20986,44192,719.9916666666670,208672,252832,228225.0192710560,7.88672783318778
,f057466,CN,CN-GD,Guedin Windfarm,1,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f057466,20985,0,719.9916666666670,12960,12960,12960,0.15662989946982400
,f057618,CN,CN-FJ,Guedin Windfarm,34,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f057618,20951,37216,719.9916666666670,1462144,1499328,1484552.1189828600,22.260680460038100
,f058349,CN,CN-GD,Guedin Windfarm,1,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f058349,20950,0,719.9916666666670,20256,20256,20256,0.24480673176394700
,f059788,CN,CN-GD,Guedin Windfarm,15,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f059788,20935,39872,719.9916666666670,405504,445376,434587.05623907700,9.87940913179695
,f060072,CN,CN-CQ,Guedin Windfarm,27,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f060072,20908,96,719.9916666666670,1433536,1433632,1433572.2881977800,17.33677995150240
,f061158,CN,CN-HA,Guedin Windfarm,1,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f061158,20907,1408,719.9916666666670,35104,36480,35810.88336670560,0.5961958814646470
,f061407,CN,CN-GD,Guedin Windfarm,63,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f061407,20844,0,719.9916666666670,3458176,3458176,3458176,41.794271545444300
,f062260,CN,CN-GD,Guedin Windfarm,5,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f062260,20839,8128,719.9916666666670,162976,171072,163800.02657438100,2.9228827500399700
,f063628,CN,CN-AH,Guedin Windfarm,16,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f063628,20823,71552,719.9916666666670,136032,207584,177719.31397354200,10.451462488264100
,f065200,CN,CN-SC,Guedin Windfarm,20,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f065200,20803,0,719.9916666666670,1064384,1064384,1064384,12.863762262136500
,f066270,CN,CN-GD,Guedin Windfarm,340,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f066270,20463,48288,719.9916666666670,18237472,18285760,18266240.53408020,226.36303758280000
,f067375,CN,CN-XX,Guedin Windfarm,63,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f067375,20400,5024,719.9916666666670,3403744,3408736,3404376.25361405,41.72710243956820
,f068096,CN,CN-SC,Guedin Windfarm,66,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f068096,20334,0,719.9916666666670,3619840,3619840,3619840.0000000000,43.74808451364560
,f068528,CN,CN-SH,Guedin Windfarm,8,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f068528,20326,9472,719.9916666666670,320192,329632,321851.57698584500,4.989008173541140
,f073552,CN,CN-XJ,Guedin Windfarm,22,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f073552,20304,4832,719.9916666666670,1139936,1144736,1141998.924246810,14.362542004517700
,f078465,CN,CN-SN,Guedin Windfarm,10,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f078465,20294,45856,719.9916666666670,36800,82528,75336.83491707070,6.232083444209830
,f079007,CN,CN-SD,Guedin Windfarm,3,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f079007,20291,96,719.9916666666670,146048,146112,146103.60953251800,1.776896486233310
,f079426,CN,CN-SD,Guedin Windfarm,15,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f079426,20276,51776,719.9916666666670,307744,359520,315649.7474276320,9.823434982892500
,f079815,CN,CN-ZJ,Guedin Windfarm,254,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f079815,20022,611744,719.9916666666670,7798880,8410592,8091036.9847798900,168.77826458449300
,f080468,CN,CN-GD,Guedin Windfarm,17,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f080468,20005,0,719.9916666666670,885088,885088,885088,10.696855282557700
,f082000,CN,CN-XX,Guedin Windfarm,13,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f082000,19992,45728,719.9916666666670,238784,284480,255102.2999803240,8.389809807628100
,f082095,CN,CN-SC,Guedin Windfarm,226,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f082095,19766,768,719.9916666666670,12456704,12457440,12456891.791062400,150.63864099129600
,f082452,CN,CN-GD,Guedin Windfarm,164,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f082452,19602,658944,719.9916666666670,2195392,2854208,2713951.1781386400,109.27029994400500
,f082617,CN,CN-FJ,Guedin Windfarm,30,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f082617,19572,0,719.9916666666670,1626880,1626880,1626880,19.661886639619400
,f082635,CN,CN-SC,Guedin Windfarm,33,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f082635,19539,79904,719.9916666666670,978112,1058016,1029284.3330131200,21.712420814547600
,f083065,CN,CN-ZJ,Guedin Windfarm,1,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f083065,19538,2432,719.9916666666670,14944,17344,16493.14681882890,0.48156388110528900
,f083638,CN,CN-CQ,Guedin Windfarm,35,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f083638,19503,66016,719.9916666666670,1229408,1295424,1281555.147999400,23.14957253876330
,f085437,CN,CN-ZJ,Guedin Windfarm,127,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f085437,19376,436544,719.9916666666670,2631712,3068224,2805704.9697334300,84.56967964019420
,f085899,CN,CN-JS,Guedin Windfarm,6,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f085899,19370,18272,719.9916666666670,93408,111648,103683.76485839000,3.3735505950096900
,f086028,CN,CN-JS,Guedin Windfarm,66,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f086028,19304,204640,719.9916666666670,1578176,1782816,1668636.25328997,43.91501304435740
,f086151,CN,CN-GD,Guedin Windfarm,3,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f086151,19301,0,719.9916666666670,142688,142688,142688.00000000000,1.7244758561381400
,f087965,CN,CN-JS,Guedin Windfarm,3,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f087965,19298,0,719.9916666666670,124768,124768,124768.00000000000,1.507901180328010
,f090387,CN,CN-FJ,Guedin Windfarm,80,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f090387,19218,0,719.9916666666670,4404096,4404096,4404096,53.22632050427880
,f092514,CN,CN-XJ,Guedin Windfarm,104,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f092514,19114,431424,719.9916666666670,1367392,1798784,1590982.9937846300,69.29481057995090
,f093115,CN,CN-SH,Guedin Windfarm,16,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f093115,19098,59808,719.9916666666670,231936,291712,259090.57873355100,10.071994940457300
,f093658,CN,CN-XX,Guedin Windfarm,48,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f093658,19050,165216,719.9916666666670,919008,1084224,1056277.2061713700,31.939105966483900
,f094374,CN,CN-ZJ,Guedin Windfarm,25,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f094374,19025,114400,719.9916666666670,215968,330336,277288.56861769200,16.62733179395930
,f094765,CN,CN-TJ,Guedin Windfarm,49,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f094765,18976,155264,719.9916666666670,1118944,1274176,1185325.8609011600,32.34381183792010
,f095334,CN,CN-GZ,Guedin Windfarm,58,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f095334,18918,240896,719.9916666666670,645088,885888,857294.1564601440,38.31693362018560
,f096974,CN,CN-CQ,Guedin Windfarm,28,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f096974,18890,138112,719.9916666666670,117760,255872,186455.23730598700,18.281330803597000
